t2m,tp,yld,agr,gdp,Cluster 1,Cluster 2,Cluster 3
9.297757,9.957092e-05,5761.8,1.7811164321679,178635163717.431,0,0,1
6.4005284,6.895637e-05,2024.0,3.55352070544501,7367975887.72723,0,0,1
2.2934911,6.454591e-05,3295.0,2.67230580660803,140404460203.138,0,0,1
11.653151,0.00011726961,7453.0,2.01085885192927,1501409382971.38,0,0,1
9.629776,0.00012037061,6251.5,0.900496788164431,2078484517474.51,0,0,1
14.78817,0.000101875965,3747.2,4.98711360482813,154564203586.954,0,0,1
11.833433,7.7114826e-05,3963.2,4.26079504256631,67608919144.3684,0,0,1
10.067828,0.00014633517,6567.1,1.7353084894094,128596035288.401,0,0,1
13.043559,0.00013229185,4959.2,2.37138225861722,1276769338449.3,0,0,1
7.000423,7.73319e-05,2478.3,4.49884105674688,9557031605.27512,0,0,1
7.738854,7.973954e-05,2765.9,4.77513123922724,14259781159.0119,0,0,1
9.857172,0.00011022305,5748.0,0.690661512047414,23649833332.1655,0,0,1
10.571563,6.609484e-05,2502.8,21.0218294511342,1661818168.4226,0,0,1
10.734665,0.00011149984,7313.9,2.07767536621722,473861980070.981,0,0,1
11.153822,9.438932e-05,2901.3,10.1701207745349,4018365247.44444,0,0,1
2.3271608,0.00012547805,3495.2,1.52073059641543,195524186477.617,0,0,1
9.1974535,8.7179236e-05,3240.8,2.7257594673325,199072058823.529,0,0,1
15.145108,0.000106645246,2918.6,2.72289086156617,134795565549.419,0,0,1
10.269393,9.2762566e-05,2512.5,11.3424376853187,46066101951.2933,0,0,1
8.926284,9.5871874e-05,3899.7,2.04289904767007,35297794385.6863,0,0,1
10.648989,0.00015274333,6117.9,2.97920281086595,23489890274.3142,0,0,1
14.151914,8.0061276e-05,3222.0,3.48901743975068,708756677088.629,0,0,1
3.5432248,7.889055e-05,4780.4,1.89967733195399,266849061835.659,0,0,1
5.9128637,0.00021173657,6269.8,0.933658141892988,309301422430.386,0,0,1
9.422543,7.109354e-05,2752.2,12.6032510741528,43956369917.0202,0,0,1
9.706397,0.00013037793,7076.9,0.892477224374011,1785843824940.05,0,0,1
12.625494,0.00013659743,3185.7,21.9782570845961,5611496257.14231,0,0,1
6.988756,0.00010962078,5255.4,1.49193189790189,262273631180.054,0,0,1
6.70793,7.804361e-05,2433.0,8.63562770752199,17827791321.3067,0,0,1
10.537757,8.28991e-05,8530.7,1.0294445025288,318082528506.588,0,0,1
10.344576,0.000116063646,2521.6,8.10501842544062,8498560877.09175,0,0,1
10.911791,8.096356e-05,2371.3,9.09562775017386,21144982397.4144,0,0,1
12.252038,9.168755e-05,3601.0,3.93489524232538,35022903386.8064,0,0,1
19.89032,4.760492e-05,2263.9,3.35291042131558,14547325028.3126,0,0,1
8.608756,6.7052446e-05,3940.8,2.44002731408219,100090467581.268,0,0,1
8.79309,7.619565e-05,6096.6,1.61078580311509,218096033517.009,0,0,1
5.8779225,8.007106e-05,1921.7,3.46019281311318,9874013098.46432,0,0,1
2.6035752,7.0700975e-05,3178.0,2.53576629829521,171652458349.411,0,0,1
11.979691,9.467489e-05,6125.3,1.85016428870167,1844544792036.86,0,0,1
9.546202,7.219961e-05,5764.5,0.832259435604571,2501640388482.35,0,0,1
14.73977,0.00010151376,3693.6,4.99978360011743,202370140236.265,0,0,1
10.915903,5.6324738e-05,3038.9,3.90187438993109,85285062818.0077,0,0,1
10.138711,0.000107437394,7100.7,1.48000381983801,164670771259.602,0,0,1
13.304764,9.94566e-05,4307.2,2.357959442263,1577621707050.51,0,0,1
6.381343,8.027807e-05,2176.0,3.93534419308901,11771975156.8073,0,0,1
6.939785,7.446402e-05,3037.0,4.42285391540034,18781721376.1985,0,0,1
9.854553,8.381744e-05,5678.0,0.46423787561405,29667268248.1305,0,0,1
9.67024,5.6330395e-05,2353.5,18.3282016003476,1980907434.76826,0,0,1
10.453419,7.661905e-05,7956.8,2.05982722645814,580070360701.96,0,0,1
11.1414795,8.2346436e-05,2422.3,11.5387764520235,4946292774.79046,0,0,1
2.511684,0.0001406124,3940.7,1.30803942817787,228858506821.841,0,0,1
8.383573,6.732981e-05,2865.4,2.60980319942584,217827260805.842,0,0,1
15.472545,0.000102004924,2643.2,2.65118079570935,165226175536.793,0,0,1
9.414787,7.6636614e-05,2534.9,11.9143840898386,57806506024.0964,0,0,1
8.467493,6.989359e-05,3136.0,1.81038352971388,46919965224.1497,0,0,1
10.239279,0.000112448004,4011.5,2.25206975614957,29634713641.0968,0,0,1
14.446541,8.670419e-05,3250.7,3.4311562499221,907491523174.116,0,0,1
3.5295863,8.118598e-05,4584.5,1.85862963191743,334337212322.076,0,0,1
5.896363,0.0001380167,5086.5,0.836991886074435,362075086507.76,0,0,1
8.259939,6.895956e-05,2278.4,10.4995403003371,52010238715.8475,0,0,1
9.730838,9.767003e-05,7032.8,0.849584218151507,2056612244897.96,0,0,1
12.088877,0.00017302373,3466.3,20.537486307981,7184685781.51876,0,0,1
6.4347315,0.00013944041,6495.5,1.47647439267771,301457562038.541,0,0,1
6.7920322,8.632221e-05,2986.1,8.85025144123636,23144351851.8519,0,0,1
10.0176735,9.7204655e-05,9184.9,1.02291054131515,369214712443.206,0,0,1
9.97818,0.00016135538,4433.5,8.58349505778716,10157553968.254,0,0,1
11.175319,8.128255e-05,4077.8,8.45218537659142,26157892832.2011,0,0,1
11.622552,0.00014271656,5408.9,4.41566401494393,42013459301.7962,0,0,1
19.569897,4.7427307e-05,1677.9,3.08331677063997,17320552500.0,0,0,1
8.1312275,8.797307e-05,5443.6,2.41539461296366,119814434353.575,0,0,1
8.7982435,9.525051e-05,6013.1,1.6225264974926,251373002954.382,0,0,1
6.031446,8.948579e-05,2330.3,3.61949868570147,12145911801.2422,0,0,1
2.7339585,8.4753425e-05,3210.6,2.37972259665655,197479443979.151,0,0,1
11.1155815,9.8810306e-05,7518.7,1.82269094417374,2119633181634.37,0,0,1
9.082725,9.744153e-05,7355.3,0.951063416014002,2814353869359.08,0,0,1
14.646511,8.57755e-05,4017.4,4.27540756814993,240963562236.127,0,0,1
10.672971,8.512302e-05,5589.9,4.35240848924202,104120820258.669,0,0,1
10.030513,0.00011697568,8077.9,1.57408727204836,194372115041.065,0,0,1
12.696369,0.00012112093,5444.4,2.34703257342223,1806542968545.56,0,0,1
6.347012,8.737164e-05,2426.2,4.19690569909693,14435700533.368,0,0,1
6.782578,9.142423e-05,3254.9,4.1728968841311,22627507451.5648,0,0,1
9.082678,9.061703e-05,6396.6,0.535432004959881,35064843792.8993,0,0,1
10.152729,6.64072e-05,2832.0,17.5867382617383,2598249555.89984,0,0,1
10.36945,0.00010174155,8066.3,1.86628779147758,658380081545.175,0,0,1
10.933538,9.040748e-05,3596.7,11.5539948572935,5682788267.12865,0,0,1
2.6715672,0.00014821145,4400.6,1.3864679027717,264511630666.983,0,0,1
8.36045,8.270194e-05,3537.6,3.29260490134403,255110181539.808,0,0,1
15.106381,6.552688e-05,2965.6,2.60214117997755,189382122532.169,0,0,1
9.573027,9.7003125e-05,3997.4,12.7055114609076,74972669056.5922,0,0,1
8.0243635,0.000101040314,4641.8,1.66748149791647,57437444469.087,0,0,1
9.478817,0.00016172763,5826.2,2.42963083827174,34414784504.2352,0,0,1
13.812677,6.860583e-05,3750.1,3.12832703269699,1069055675273.75,0,0,1
3.3464632,8.92638e-05,4892.9,1.82775456382142,385118044877.465,0,0,1
5.2070084,0.00016647796,6732.5,0.934999580301804,403912891033.374,0,0,1
8.8676195,8.387299e-05,2845.2,10.4370371199069,67220154164.3166,0,0,1
9.672787,0.00012452474,7031.8,0.729624760091279,2422958623214.94,0,0,1
11.482936,0.00017163213,3462.1,18.8453087247237,8052073539.38058,0,0,1
6.165962,0.00014646498,6133.1,1.25939963482441,316092273276.015,0,0,1
6.883723,8.000002e-05,2848.5,8.51859080856531,30207567316.6202,0,0,1
10.384742,9.0758534e-05,8649.5,0.840639973990251,385714762230.039,0,0,1
9.201009,0.00015821477,4253.3,8.29736825390212,11222953328.6704,0,0,1
10.734748,0.00011740026,3387.0,7.28368572889434,29869284035.3218,0,0,1
11.05118,0.00013242618,5592.8,3.86542415708259,45835098187.6637,0,0,1
19.356287,3.1293122e-05,1205.6,2.73852799962435,18433411267.2553,0,0,1
8.004908,9.927559e-05,4741.6,2.28463529199072,137143471328.274,0,0,1
8.867796,8.0275546e-05,6153.4,1.1456435911337,264467336457.17,0,0,1
6.0959115,7.312559e-05,2694.4,3.28731485717963,14106790200.2239,0,0,1
3.4385378,8.131625e-05,3422.9,2.27826118637172,204885494686.381,0,0,1
11.127326,8.9331064e-05,6965.4,1.68010170422531,2196945232435.8,0,0,1
9.217484,9.542866e-05,6723.2,0.726955700932129,2846864211175.1,0,0,1
14.430153,9.7285156e-05,4049.8,4.28422352376638,247875422204.414,0,0,1
10.306203,9.396932e-05,5526.6,3.7213864362531,113211158292.936,0,0,1
10.222163,0.00011650851,6904.7,1.03354966551094,211876989655.907,0,0,1
12.185328,0.00011253921,5361.4,2.03359548344901,1858217147203.73,0,0,1
6.3514476,7.742543e-05,2802.9,3.72327312864324,17003459863.0989,0,0,1
6.888856,8.210898e-05,2940.2,4.32851922287799,26097677571.8373,0,0,1
9.516901,8.293029e-05,5634.8,0.35650094088746,37672280120.4794,0,0,1
10.193152,7.500358e-05,2793.4,16.3997954955912,2988348836.471,0,0,1
10.607908,9.203078e-05,7879.7,1.85792627472621,685348181515.953,0,0,1
10.4091835,9.489074e-05,3205.0,9.73619454882038,6258600713.82627,0,0,1
2.9013839,0.00015588306,3992.9,1.40342625353834,308884284051.222,0,0,1
8.416478,7.776846e-05,3233.1,2.91894238438008,306144336269.51,0,0,1
15.173946,6.349535e-05,2114.0,2.30349335448735,197253876704.921,0,0,1
9.251315,0.00012018785,3334.2,8.48610428920676,98452791982.7024,0,0,1
7.9123845,0.00010962006,4511.8,1.61878627564451,62808723476.719,0,0,1
9.161603,0.00013932148,6006.9,2.42520298872385,36206395970.6504,0,0,1
13.781769,5.494793e-05,2159.3,2.7690522635835,1153715822717.51,0,0,1
3.8043005,8.9188965e-05,4932.3,1.25376780270787,392218088878.779,0,0,1
5.030345,0.00015577837,6300.4,0.818619332578622,418284865884.998,0,0,1
9.055342,7.592874e-05,2623.0,8.87530749467009,89239370109.4698,0,0,1
9.649974,0.000112543625,7196.5,0.545710584770545,2544805454545.45,0,0,1
11.735971,0.00012692419,3602.6,17.7083536239523,8896072918.9814,0,0,1
6.817129,0.00013138166,5721.8,1.30318945861739,336280064332.411,0,0,1
6.9463615,8.013278e-05,2550.5,8.57872759155765,36954312354.3124,0,0,1
10.722575,0.00010413425,8373.3,0.907269380581052,408259840868.823,0,0,1
10.032126,0.00013097879,4290.8,8.05428927250657,12864610865.2428,0,0,1
11.078968,8.4381056e-05,3572.5,6.09628492053004,34379808888.6039,0,0,1
11.970993,0.00011299461,5420.2,3.98227049958542,50915016294.105,0,0,1
19.282124,3.7218997e-05,1219.7,2.27597243953101,20072786350.5206,0,0,1
8.50297,8.923653e-05,4159.0,2.164955431803,156264095664.643,0,0,1
9.518198,9.8208795e-05,5778.4,1.16518989859219,282884947702.966,0,0,1
6.6817827,6.697581e-05,2209.9,3.14433783651327,17022870405.2189,0,0,1
3.085773,6.9132584e-05,3293.8,2.00119146081193,217089269791.764,0,0,1
11.7742405,0.00010642081,6800.5,1.51849064281003,2320536221304.7,0,0,1
9.767019,9.202643e-05,6486.6,0.737585322085632,2994703642023.53,0,0,1
14.428106,8.883831e-05,3918.9,3.2012383202897,273546728473.073,0,0,1
11.045621,7.441016e-05,5097.3,3.53561117005674,115715618613.052,0,0,1
10.276989,0.00013114545,7465.2,0.921152718855531,232180617162.279,0,0,1
12.920096,9.5723306e-05,5316.1,1.94583994660095,1949551719389.64,0,0,1
7.0687766,6.975597e-05,2264.0,3.25596909159017,21570076498.6205,0,0,1
7.4131227,7.292554e-05,1929.4,3.86424460586287,30183575103.5262,0,0,1
9.903412,0.00010049342,5596.8,0.311756721900439,42910146296.0646,0,0,1
9.917112,6.1901206e-05,2550.2,14.4988760781159,3408244549.19999,0,0,1
11.104585,9.487924e-05,7854.2,1.94595463830049,733955269898.823,0,0,1
10.664995,8.787397e-05,3243.5,8.98936805638514,6861222331.96317,0,0,1
3.1619396,0.00014489086,3674.5,1.40444710752117,345581369965.54,0,0,1
8.786606,7.789501e-05,2598.2,2.69199228374715,344622003093.581,0,0,1
15.635621,0.00010572407,3209.0,2.25313751520814,208756449275.848,0,0,1
9.568608,9.447654e-05,3102.3,7.82080658741648,122022997508.01,0,0,1
8.451783,9.120664e-05,3996.3,1.84829606419639,70767338922.4411,0,0,1
10.028543,0.00013321493,5116.0,2.11914767621997,39481045038.2637,0,0,1
14.610671,7.660964e-05,3028.2,2.41168014679879,1260398977831.76,0,0,1
4.192687,9.362545e-05,4292.2,1.36222045393681,423093437423.762,0,0,1
5.8802943,0.00017460476,6165.0,0.753298112550259,441634672196.523,0,0,1
8.611873,7.245247e-05,2427.7,7.23906141043294,111884752475.248,0,0,1
9.92682,0.00012181943,7278.6,0.571685800940634,2709911683532.66,0,0,1
12.820757,0.00012498103,3728.4,17.1536195739533,10677324144.4289,0,0,1
7.535853,0.00014612242,5844.1,1.41639156023265,389185571506.052,0,0,1
7.938977,8.0611564e-05,2880.9,8.30316995882275,45277399813.6067,0,0,1
10.78081,0.000113393566,8637.7,0.887523940039387,470922156309.453,0,0,1
10.962511,0.00013937677,3223.2,7.70495340963332,15778767389.7831,0,0,1
12.295118,8.902898e-05,2523.7,4.65178489194212,44432811756.4731,0,0,1
12.7778,0.00012028508,4558.1,3.6977320944386,60641942979.2183,0,0,1
19.826288,3.743723e-05,1596.1,2.02354110957099,23968764029.5647,0,0,1
9.229638,9.704715e-05,4522.0,2.08890557484545,190183800884.018,0,0,1
9.577583,0.00010482608,5675.8,1.17441557607089,319423424509.066,0,0,1
6.9319234,8.8878514e-05,3009.1,3.92554044689292,22449129482.617,0,0,1
3.288152,8.505787e-05,3654.7,2.38036691755046,256378067752.158,0,0,1
11.413418,0.00010653331,6520.6,1.6129929533935,2660591246211.77,0,0,1
10.070724,0.000118144824,6182.9,0.77886019483507,3425578382921.58,0,0,1
15.357015,8.0185724e-05,3929.9,3.0373477565076,318902829550.733,0,0,1
12.208249,7.4588665e-05,3492.0,3.48655720724245,140186716681.425,0,0,1
10.472837,0.00012308828,7188.8,1.04322286551282,270079279419.5,0,0,1
13.285335,9.749372e-05,5174.0,1.89628717350167,2213102482751.46,0,0,1
7.3463635,9.142664e-05,2941.6,3.28393404533049,31054350977.9784,0,0,1
7.833229,9.399097e-05,3007.1,3.47541066785232,39697891351.9431,0,0,1
9.924067,0.00011370843,5202.9,0.363222868939437,51587401415.7872,0,0,1
11.805416,5.8613117e-05,2110.9,9.98297024143739,4401189466.14058,0,0,1
11.150927,0.00011131036,7289.7,1.81711000209958,848558887541.179,0,0,1
11.940677,8.328163e-05,2625.2,8.93241688545385,8336478142.08872,0,0,1
2.7138739,0.00015776782,3855.0,1.23986617155418,400937100158.657,0,0,1
9.424989,9.223919e-05,3249.5,3.0455373774324,429028505365.078,0,0,1
14.782142,6.408096e-05,3415.7,1.99815593954667,240496147317.381,0,0,1
10.951119,9.191574e-05,1645.2,5.50150097100926,174585202805.233,0,0,1
9.409466,9.708199e-05,3561.2,2.29599752717367,86563986799.2505,0,0,1
10.7780075,0.00013800028,5341.3,2.04807019872806,48067401207.3978,0,0,1
13.617866,6.722084e-05,3933.9,2.50795182694444,1474002579820.0,0,0,1
3.8767202,8.8248504e-05,5150.8,1.57842204779238,491252589217.021,0,0,1
6.0250826,0.00018736915,6418.5,0.773162582920631,490740715594.802,0,0,1
10.241093,6.7578534e-05,2206.7,6.28300133403275,148733861386.139,0,0,1
9.784521,0.000124246,6632.3,0.562236057632592,3092821128451.38,0,0,1
12.658618,0.00012791489,4081.2,16.8370538440754,12881353507.8539,0,0,1
7.3628078,0.00014110008,6807.3,1.34222302680426,432051935642.945,0,0,1
8.071418,8.737851e-05,3549.7,8.66625369440669,60763483146.0674,0,0,1
10.124296,0.00010729528,8885.8,0.712338067185966,517328087920.078,0,0,1
10.992553,0.00013780779,4427.1,7.20727201234942,19112739364.8892,0,0,1
11.900827,7.024653e-05,4094.3,5.86962692201849,54481376860.3695,0,0,1
12.670078,0.00012317451,6639.1,3.88795238176949,70943300079.4666,0,0,1
20.060246,2.411005e-05,176.3,2.09331339110352,27844698989.3072,0,0,1
9.026704,8.830249e-05,5362.8,1.91992797178235,236816485762.988,0,0,1
9.530644,9.287724e-05,6017.4,0.85779095709926,353361038818.383,0,0,1
7.3064084,0.000104915234,2792.8,3.40143713491535,24341678628.9732,0,0,1
3.1616187,8.92345e-05,3542.3,2.20523511697938,285716311136.719,0,0,1
11.046188,0.000118096985,7252.8,1.51522299962858,2930303780828.12,0,0,1
9.684616,9.826035e-05,7118.8,0.83833040773771,3745264093617.19,0,0,1
15.346881,6.7006564e-05,4515.8,2.80724990773394,355908689477.445,0,0,1
11.920954,7.144632e-05,5800.2,3.4529685638987,158325614580.628,0,0,1
9.73169,0.00013770149,7644.9,0.850028643552735,275447471451.063,0,0,1
13.134376,0.00013086671,5353.0,1.87462363361677,2408655348718.59,0,0,1
7.682515,9.356568e-05,3104.4,2.95481771397635,35854274228.9139,0,0,1
8.175631,8.668936e-05,3348.2,3.28389712121534,47797551587.8823,0,0,1
9.238233,0.00011220733,6106.4,0.307778948525776,58844277701.5258,0,0,1
11.124242,7.405263e-05,3221.6,8.8109341724675,6054849884.52656,0,0,1
10.539189,0.00010114367,8332.3,1.63504831597131,951869997864.062,0,0,1
11.906516,6.613604e-05,3536.9,11.4435151485936,9909548410.82744,0,0,1
2.6163452,0.00014188554,4488.1,1.12800095125216,462250000000.0,0,0,1
9.446538,8.422296e-05,3217.2,2.5926222666815,533609081852.897,0,0,1
14.666694,7.888679e-05,3589.7,1.96377185231981,263416394624.084,0,0,1
10.5270405,8.615936e-05,3247.3,6.30189320951269,214313628965.024,0,0,1
9.3312235,9.629489e-05,5175.3,2.5332008641309,100879902984.983,0,0,1
10.504129,0.00016375829,5474.7,1.8279136220512,55779427739.6609,0,0,1
13.545262,8.22763e-05,3573.5,2.36845686639791,1631863493552.34,0,0,1
3.9341612,9.146987e-05,4820.5,1.56746876623744,517706149201.196,0,0,1
5.7218328,0.00019318041,6413.1,0.783533938641809,567267767519.158,0,0,1
9.676328,7.534617e-05,3486.9,6.53540152136768,188111140643.985,0,0,1
9.239694,0.00013361179,7420.2,0.672587392153064,2931501838235.29,0,0,1
12.74483,0.00017512204,4315.3,16.7943836018798,12044208085.864,0,0,1
7.058399,0.00015545239,6149.5,1.14681776764538,401758735822.211,0,0,1
7.1770134,9.55667e-05,3367.9,8.13139157710571,50874078052.2735,0,0,1
10.233008,9.931816e-05,9710.0,0.645274318792124,483254171097.812,0,0,1
10.730351,0.0001553332,4503.1,7.07660163466849,17613836494.0692,0,0,1
11.827209,8.817899e-05,3413.0,4.23578565966123,52023505367.1714,0,0,1
12.587715,0.00012710718,6109.8,3.99650391188414,63324394633.9008,0,0,1
20.012207,5.0667553e-05,1823.8,1.98882032190529,25945391775.4932,0,0,1
8.603699,9.824111e-05,5073.9,1.75678751340306,207434296805.33,0,0,1
8.972819,9.04572e-05,6779.0,0.833588855644673,321241303699.006,0,0,1
6.030278,9.1711285e-05,2760.5,2.47116868442475,19633031397.6104,0,0,1
2.4569154,6.923488e-05,3760.4,2.25368231662696,253497520828.515,0,0,1
11.474014,0.00010186568,7412.4,1.32316199671353,2700887366932.03,0,0,1
9.396704,0.000101928876,7201.4,0.695334317361279,3411261212652.34,0,0,1
15.23274,0.000110488945,4266.2,2.80495420572755,331308500253.274,0,0,1
11.866772,7.8396675e-05,4715.2,3.05644525635298,131069255620.567,0,0,1
9.6987915,0.00015155447,6887.1,0.558323857001811,236443115853.695,0,0,1
13.170126,0.00012929794,5086.9,1.80273854103193,2199928804118.63,0,0,1
6.500016,9.333441e-05,3075.3,3.20982496428423,26410909090.9091,0,0,1
7.072328,8.5701075e-05,3449.6,2.53647105450177,37388122046.1496,0,0,1
9.475751,0.00010026764,6202.1,0.233334868942186,54467289897.5582,0,0,1
11.088826,5.0847964e-05,2372.7,8.49746275029227,5439422031.39627,0,0,1
10.470954,9.3244e-05,9032.9,1.55319264710119,871518638049.218,0,0,1
11.477061,0.00010900927,3385.9,10.3701684908181,9401731495.71661,0,0,1
2.3103697,0.00013633294,3446.3,1.30031900599593,386190385318.767,0,0,1
8.603182,8.7672925e-05,3475.1,2.55891838705563,439737508413.192,0,0,1
15.56589,9.413177e-05,3289.9,1.95062621184125,244667762835.543,0,0,1
10.5813675,8.562853e-05,2824.8,6.11643294787061,174103695930.213,0,0,1
9.01339,9.816165e-05,4331.5,2.08513328365435,89399303222.155,0,0,1
10.514617,0.00015405021,5268.3,1.81591318608916,50567734885.9613,0,0,1
14.363239,7.500883e-05,2944.8,2.26545206640089,1491472923706.64,0,0,1
3.2702482,8.9321504e-05,5078.9,1.43668364975471,436537014293.554,0,0,1
5.8364053,0.00017527174,6578.3,0.722507576681507,554212916092.271,0,0,1
